site,record_id,dimension_id,group,field_name,question,evidence_state,observed_fact,evidence_url,evidence_type,observed_at,region,access_mode,confidence,actor,input,output,page_module,entity,event,state,error_exception,document,personal_data,risk,handoff,inference,gap_reason,next_method,product_implication,metric_name,metric_value,metric_unit,metric_currency,metric_period,metric_territory,metric_classification,metric_method,metric_publisher,source_title,source_publication_date
ec21,ec21:D29.1,D29,D21-D30 Supplier tools,rfq_response,Can suppliers view/respond to RFQs?,observed,EC21 exposes buying leads/RFQ and supplier quotation/contact paths; premium gating is visible where stated.,https://importer.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",high,buyer/seller/platform as applicable,dimension-specific intent,EC21 exposes buying leads/RFQ and supplier quotation/contact paths; premium gating is visible where stated.,https://importer.ec21.com/,Rfq Response,rfq_response.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D30.1,D30,D21-D30 Supplier tools,messaging,Is messaging/file exchange evidenced?,observed,EC21 exposes buying leads/RFQ and supplier quotation/contact paths; premium gating is visible where stated.,https://importer.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",high,buyer/seller/platform as applicable,dimension-specific intent,EC21 exposes buying leads/RFQ and supplier quotation/contact paths; premium gating is visible where stated.,https://importer.ec21.com/,Messaging,messaging.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D31.1,D31,D31-D40 Transaction,quotation,Is quotation workflow evidenced?,observed,EC21 exposes buying leads/RFQ and supplier quotation/contact paths; premium gating is visible where stated.,https://importer.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",high,buyer/seller/platform as applicable,dimension-specific intent,EC21 exposes buying leads/RFQ and supplier quotation/contact paths; premium gating is visible where stated.,https://importer.ec21.com/,Quotation,quotation.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D32.1,D32,D31-D40 Transaction,sample_workflow,Is a platform-managed sample workflow visible?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Sample Workflow,sample_workflow.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D33.1,D33,D31-D40 Transaction,negotiation,Is negotiation supported?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Negotiation,negotiation.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D34.1,D34,D31-D40 Transaction,order_creation,Is an order flow documented?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Order Creation,order_creation.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D35.1,D35,D31-D40 Transaction,po_pi_documents,Are platform-generated PO or pro-forma invoice documents evidenced?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Po Pi Documents,po_pi_documents.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D36.1,D36,D31-D40 Transaction,checkout,What checkout steps are documented?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Checkout,checkout.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D37.1,D37,D31-D40 Transaction,payment_methods,Which payment methods are stated?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Payment Methods,payment_methods.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D38.1,D38,D31-D40 Transaction,escrow_buyer_protection,Is escrow or platform-held funds evidenced?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Escrow Buyer Protection,escrow_buyer_protection.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D39.1,D39,D31-D40 Transaction,notifications,Are notification surfaces visible?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Notifications,notifications.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D40.1,D40,D31-D40 Transaction,order_status,Which order states are documented?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Order Status,order_status.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D41.1,D41,D41-D50 Fulfillment,shipping_quote,How is shipping price handled?,observed-not-found,No sufficient public guest evidence was found for this EC21 dimension.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this EC21 dimension.,https://www.ec21.com/,Shipping Quote,shipping_quote.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official EC21 help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D42.1,D42,D41-D50 Fulfillment,carrier_freight,Are logistics integrations/settings evidenced?,observed-not-found,No sufficient public guest evidence was found for this EC21 dimension.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this EC21 dimension.,https://www.ec21.com/,Carrier Freight,carrier_freight.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official EC21 help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D43.1,D43,D41-D50 Fulfillment,incoterms,Are Incoterms structured in product/order UI?,observed-not-found,No sufficient public guest evidence was found for this EC21 dimension.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this EC21 dimension.,https://www.ec21.com/,Incoterms,incoterms.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official EC21 help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D44.1,D44,D41-D50 Fulfillment,trade_documents,"Are invoice, packing list, COO or bill-of-lading workflows shown?",observed-not-found,No sufficient public guest evidence was found for this EC21 dimension.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this EC21 dimension.,https://www.ec21.com/,Trade Documents,trade_documents.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official EC21 help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D45.1,D45,D41-D50 Fulfillment,shipment_tracking,Is platform shipment tracking evidenced?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Shipment Tracking,shipment_tracking.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D46.1,D46,D41-D50 Fulfillment,inspection,Is transactional inspection ordering evidenced?,observed-not-found,No sufficient public guest evidence was found for this EC21 dimension.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this EC21 dimension.,https://www.ec21.com/,Inspection,inspection.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official EC21 help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D47.1,D47,D41-D50 Fulfillment,delivery_confirmation,Is buyer delivery acceptance evidenced?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Delivery Confirmation,delivery_confirmation.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D48.1,D48,D41-D50 Fulfillment,returns_refunds,Are return/refund terms captured?,observed-not-found,No sufficient public guest evidence was found for this EC21 dimension.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this EC21 dimension.,https://www.ec21.com/,Returns Refunds,returns_refunds.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official EC21 help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D49.1,D49,D41-D50 Fulfillment,claims,Where can post-payment issues be raised?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Claims,claims.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D50.1,D50,D41-D50 Fulfillment,dispute_resolution,Is dispute resolution native or external?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Dispute Resolution,dispute_resolution.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D51.1,D51,D51-D60 Trust,supplier_verification,How is supplier/certificate verification evidenced?,observed,EC21 publishes supplier verification or premium trust programs; scope is platform-specific and not generalized.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",high,buyer/seller/platform as applicable,dimension-specific intent,EC21 publishes supplier verification or premium trust programs; scope is platform-specific and not generalized.,https://www.ec21.com/,Supplier Verification,supplier_verification.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D52.1,D52,D51-D60 Trust,buyer_verification,What buyer KYB/verification badge exists?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Buyer Verification,buyer_verification.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D53.1,D53,D51-D60 Trust,badges_certifications,Where are trust marks shown?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Badges Certifications,badges_certifications.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D54.1,D54,D51-D60 Trust,ratings_reviews,Are buyer ratings/reviews visible?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Ratings Reviews,ratings_reviews.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D55.1,D55,D51-D60 Trust,fraud_reporting,Is a dedicated fraud/report action visible?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Fraud Reporting,fraud_reporting.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D56.1,D56,D51-D60 Trust,moderation,Are prohibited conduct and enforcement rights documented?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Moderation,moderation.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D57.1,D57,D51-D60 Trust,customer_support,Is support accessible?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Customer Support,customer_support.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D58.1,D58,D51-D60 Trust,support_sla,Are response/resolution SLAs published?,observed-not-found,No sufficient public guest evidence was found for this EC21 dimension.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this EC21 dimension.,https://www.ec21.com/,Support Sla,support_sla.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official EC21 help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D59.1,D59,D51-D60 Trust,trust_education,Does platform educate buyers about verification?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Trust Education,trust_education.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D60.1,D60,D51-D60 Trust,enforcement_account_controls,Are account/content controls documented?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Enforcement Account Controls,enforcement_account_controls.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D61.1,D61,D61-D68 Technical,language_localization,Which language/localization capabilities are visible?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Language Localization,language_localization.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D62.1,D62,D61-D68 Technical,currency,Which currencies are displayed?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Currency,currency.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D63.1,D63,D61-D68 Technical,country_region,How is region represented?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Country Region,country_region.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
