record_id,dimension_id,group,field_name,question,evidence_state,observed_fact,evidence_url,evidence_type,observed_at,region,access_mode,confidence,actor,input,output,page_module,entity,event,state,error_exception,document,personal_data,risk,handoff,inference,gap_reason,next_method,product_implication,metric_name,metric_value,metric_unit,metric_currency,metric_period,metric_territory,metric_classification,metric_method,metric_publisher,source_title,source_publication_date
D58.1,D58,D51-D60 Trust,support_sla,Are response/resolution SLAs published?,observed-not-found,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/help/terms/,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/help/terms/,Support Sla,support_sla.evaluated,guest/public -> observed-not-found,support SLA beyond policy reply target not observed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,support SLA beyond policy reply target not observed,Use authorized manual/authenticated testing or current official help without submitting real transaction data.,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D59.1,D59,D51-D60 Trust,trust_education,Does platform educate buyers about verification?,observed,"New User Guide explains search, audit, inquiry, RFQ and secure order.",https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,"New User Guide explains search, audit, inquiry, RFQ and secure order.",https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,Trust Education,trust_education.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D60.1,D60,D51-D60 Trust,enforcement_account_controls,Are account/content controls documented?,observed,"Terms/policies establish account, content and enforcement obligations; exact appeal state not mapped.",https://www.made-in-china.com/help/terms/,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,"Terms/policies establish account, content and enforcement obligations; exact appeal state not mapped.",https://www.made-in-china.com/help/terms/,Enforcement Account Controls,enforcement_account_controls.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D61.1,D61,D61-D68 Technical,language_localization,Which language/localization capabilities are visible?,observed,About page exposes 15 locale links while also claiming 11 languages in a metric block; discrepancy retained.,https://www.made-in-china.com/aboutus/main/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,About page exposes 15 locale links while also claiming 11 languages in a metric block; discrepancy retained.,https://www.made-in-china.com/aboutus/main/,Language Localization,language_localization.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D62.1,D62,D61-D68 Technical,currency,Which currencies are displayed?,observed,PDP prices USD; STS supports USD/EUR/CNY for T/T and regional payment limits.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,PDP prices USD; STS supports USD/EUR/CNY for T/T and regional payment limits.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,Currency,currency.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D63.1,D63,D61-D68 Technical,country_region,How is region represented?,observed,Terms/policies and payment methods imply regional variation; Iran availability not verified.,https://www.made-in-china.com/help/terms/,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Terms/policies and payment methods imply regional variation; Iran availability not verified.,https://www.made-in-china.com/help/terms/,Country Region,country_region.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D64.1,D64,D61-D68 Technical,seo_metadata,Are basic SEO signals visible?,observed,Public pages expose descriptive titles/breadcrumb/category/PDP structures.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Public pages expose descriptive titles/breadcrumb/category/PDP structures.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,Seo Metadata,seo_metadata.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D65.1,D65,D61-D68 Technical,url_patterns,Are page-type URL patterns stable and descriptive?,observed,"URL families separate catalogs, product supplier subdomains, purchase, trading, audit, help and member center.",https://www.made-in-china.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,"URL families separate catalogs, product supplier subdomains, purchase, trading, audit, help and member center.",https://www.made-in-china.com/,Url Patterns,url_patterns.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D66.1,D66,D61-D68 Technical,mobile_responsive,Is mobile behavior validated?,observed-not-found,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/,Mobile Responsive,mobile_responsive.evaluated,guest/public -> observed-not-found,mobile not tested,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,mobile not tested,Use authorized manual/authenticated testing or current official help without submitting real transaction data.,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D67.1,D67,D61-D68 Technical,accessibility,Are WCAG/keyboard/screen-reader outcomes validated?,observed-not-found,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/,Accessibility,accessibility.evaluated,guest/public -> observed-not-found,a11y not tested,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,a11y not tested,Use authorized manual/authenticated testing or current official help without submitting real transaction data.,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D68.1,D68,D61-D68 Technical,performance,Are load/performance metrics measured?,observed-not-found,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/,Performance,performance.evaluated,guest/public -> observed-not-found,performance not tested,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,performance not tested,Use authorized manual/authenticated testing or current official help without submitting real transaction data.,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D69.1,D69,D69-D73 Commercial/policy,revenue_model,What monetization is publicly evidenced?,observed,Supplier monetization includes advanced membership and service-market packages; current public fee table not observed.,https://www.made-in-china.com/aboutus/main/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Supplier monetization includes advanced membership and service-market packages; current public fee table not observed.,https://www.made-in-china.com/aboutus/main/,Revenue Model,revenue_model.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D70.1,D70,D69-D73 Commercial/policy,advertising_promoted_listings,Are paid exposure products evidenced?,observed,"Homepage promotions, best-sale/special pages and membership visibility cues are present.",https://www.made-in-china.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,"Homepage promotions, best-sale/special pages and membership visibility cues are present.",https://www.made-in-china.com/,Advertising Promoted Listings,advertising_promoted_listings.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D71.1,D71,D69-D73 Commercial/policy,promotions_merchandising,Are promotions/editorial merchandising visible?,observed,"Golden Sourcing Season, Top Picks, Leading Factory and Selected Supplier merchandising are visible.",https://www.made-in-china.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,"Golden Sourcing Season, Top Picks, Leading Factory and Selected Supplier merchandising are visible.",https://www.made-in-china.com/,Promotions Merchandising,promotions_merchandising.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D72.1,D72,D69-D73 Commercial/policy,api_integrations,Are APIs or integrations evidenced?,observed,"Apps, Smart Expo, service market and secured trading integrations exist; public developer API not observed.",https://www.made-in-china.com/aboutus/main/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,"Apps, Smart Expo, service market and secured trading integrations exist; public developer API not observed.",https://www.made-in-china.com/aboutus/main/,Api Integrations,api_integrations.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D73.1,D73,D69-D73 Commercial/policy,data_content_policies,Which data/content policies apply?,observed,"Buyer Terms and Privacy govern account, transaction, communication, device/log and cross-border data.",https://www.made-in-china.com/help/policy/,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,"Buyer Terms and Privacy govern account, transaction, communication, device/log and cross-border data.",https://www.made-in-china.com/help/policy/,Data Content Policies,data_content_policies.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
