record_id,dimension_id,group,field_name,question,evidence_state,observed_fact,evidence_url,evidence_type,observed_at,region,access_mode,confidence,actor,input,output,page_module,entity,event,state,error_exception,document,personal_data,risk,handoff,inference,gap_reason,next_method,product_implication,metric_name,metric_value,metric_unit,metric_currency,metric_period,metric_territory,metric_classification,metric_method,metric_publisher,source_title,source_publication_date,validation_status,validation_errors,template_version
D53.1,D53,D51-D60 Trust,badges_certifications,Where are trust marks shown?,observed,"Supplier result/profile display Verified Supplier/Manufacturer, tier/ranking and trade-show history.",https://phyijia.manufacturer.globalsources.com/homepage_6008851991151.htm,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,user/platform,Capability-specific intent/prerequisite in dimension question.,"Supplier result/profile display Verified Supplier/Manufacturer, tier/ranking and trade-show history.",https://phyijia.manufacturer.globalsources.com/homepage_6008851991151.htm,Badges Certifications,badges_certifications.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D54.1,D54,D51-D60 Trust,ratings_reviews,Are buyer ratings/reviews visible?,observed,Ready to Order includes post-order review; sample supplier exposes response-time/rate but buyer review module was not directly sampled.,https://www.globalsources.com/handbook,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,user/platform,Capability-specific intent/prerequisite in dimension question.,Ready to Order includes post-order review; sample supplier exposes response-time/rate but buyer review module was not directly sampled.,https://www.globalsources.com/handbook,Ratings Reviews,ratings_reviews.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D55.1,D55,D51-D60 Trust,fraud_reporting,Is a dedicated fraud/report action visible?,observed,Trade dispute help provides Scam & Fraud feedback option and IP violation form.,https://www.globalsources.com/helpCenter/article/3380/10005/10028,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,user/platform,Capability-specific intent/prerequisite in dimension question.,Trade dispute help provides Scam & Fraud feedback option and IP violation form.,https://www.globalsources.com/helpCenter/article/3380/10005/10028,Fraud Reporting,fraud_reporting.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D56.1,D56,D51-D60 Trust,moderation,Are prohibited conduct and enforcement rights documented?,observed,Terms and supplier/product rules govern content; exact moderation queue/appeal states not observed.,https://www.globalsources.com/STM/help-faq/en/terms-of-use/,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,user/platform,Capability-specific intent/prerequisite in dimension question.,Terms and supplier/product rules govern content; exact moderation queue/appeal states not observed.,https://www.globalsources.com/STM/help-faq/en/terms-of-use/,Moderation,moderation.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D57.1,D57,D51-D60 Trust,customer_support,Is support accessible?,observed,"Help Center offers chat, phone, email, sourcing guides and dispute resolution.",https://www.globalsources.com/helpCenter/help,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,user/platform,Capability-specific intent/prerequisite in dimension question.,"Help Center offers chat, phone, email, sourcing guides and dispute resolution.",https://www.globalsources.com/helpCenter/help,Customer Support,customer_support.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D58.1,D58,D51-D60 Trust,support_sla,Are response/resolution SLAs published?,observed-not-found,No binding support response/resolution SLA was found.,https://www.globalsources.com/helpCenter/help,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,user/platform,Capability-specific intent/prerequisite in dimension question.,No binding support response/resolution SLA was found.,https://www.globalsources.com/helpCenter/help,Support Sla,support_sla.evaluated,guest/public -> observed-not-found,Contact channels are not SLA.,No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,Contact channels are not SLA.,Review service agreement.,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D59.1,D59,D51-D60 Trust,trust_education,Does platform educate buyers about verification?,observed,Knowledge Center publishes sourcing safety and supplier-verification guidance.,https://www.globalsources.com/knowledge/how-to-safely-source-and-sell-products-on-globalsourcescom/,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,user/platform,Capability-specific intent/prerequisite in dimension question.,Knowledge Center publishes sourcing safety and supplier-verification guidance.,https://www.globalsources.com/knowledge/how-to-safely-source-and-sell-products-on-globalsourcescom/,Trust Education,trust_education.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D60.1,D60,D51-D60 Trust,enforcement_account_controls,Are account/content controls documented?,observed,"Help includes account deactivation and disputes; Terms govern use, but exact suspension/appeal state machine not observed.",https://www.globalsources.com/helpCenter/help,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,user/platform,Capability-specific intent/prerequisite in dimension question.,"Help includes account deactivation and disputes; Terms govern use, but exact suspension/appeal state machine not observed.",https://www.globalsources.com/helpCenter/help,Enforcement Account Controls,enforcement_account_controls.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D61.1,D61,D61-D68 Technical,language_localization,Which language/localization capabilities are visible?,observed,"Homepage and knowledge pages expose English, Simplified/Traditional Chinese and additional translated knowledge locales.",https://www.globalsources.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,user/platform,Capability-specific intent/prerequisite in dimension question.,"Homepage and knowledge pages expose English, Simplified/Traditional Chinese and additional translated knowledge locales.",https://www.globalsources.com/,Language Localization,language_localization.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",knowledge-page locales observed,7,languages,not applicable,snapshot,knowledge pages,locale selector,"direct count: EN, ES, DE, FR, PT, ID, AR",Global Sources,Sourcing Knowledge page,dynamic,pass,,RND-D00-D73-v1.1
D62.1,D62,D61-D68 Technical,currency,Which currencies are displayed?,observed,Prices use USD on result/PDP; settlement shown as PayPal/T/T depending order type.,https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,user/platform,Capability-specific intent/prerequisite in dimension question.,Prices use USD on result/PDP; settlement shown as PayPal/T/T depending order type.,https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,Currency,currency.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D63.1,D63,D61-D68 Technical,country_region,How is region represented?,observed,Homepage has India/South Korea/Vietnam sources and global shows; service availability may differ.,https://www.globalsources.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,user/platform,Capability-specific intent/prerequisite in dimension question.,Homepage has India/South Korea/Vietnam sources and global shows; service availability may differ.,https://www.globalsources.com/,Country Region,country_region.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D64.1,D64,D61-D68 Technical,seo_metadata,Are basic SEO signals visible?,observed,"Public pages expose descriptive titles, headings, breadcrumbs and product/supplier URLs; metadata not exhaustively audited.",https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,user/platform,Capability-specific intent/prerequisite in dimension question.,"Public pages expose descriptive titles, headings, breadcrumbs and product/supplier URLs; metadata not exhaustively audited.",https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,Seo Metadata,seo_metadata.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D65.1,D65,D61-D68 Technical,url_patterns,Are page-type URL patterns stable and descriptive?,observed,"URL families distinguish manufacturers, product p.htm, manufacturer storefront, knowledge, help, trade-fair and buyer/supplier centers.",https://www.globalsources.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,user/platform,Capability-specific intent/prerequisite in dimension question.,"URL families distinguish manufacturers, product p.htm, manufacturer storefront, knowledge, help, trade-fair and buyer/supplier centers.",https://www.globalsources.com/,Url Patterns,url_patterns.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D66.1,D66,D61-D68 Technical,mobile_responsive,Is mobile behavior validated?,observed-not-found,Mobile responsive behavior was not tested.,https://www.globalsources.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,user/platform,Capability-specific intent/prerequisite in dimension question.,Mobile responsive behavior was not tested.,https://www.globalsources.com/,Mobile Responsive,mobile_responsive.evaluated,guest/public -> observed-not-found,Text retrieval is not viewport testing.,No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,Text retrieval is not viewport testing.,UX device test.,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D67.1,D67,D61-D68 Technical,accessibility,Are WCAG/keyboard/screen-reader outcomes validated?,observed-not-found,Accessibility conformance was not tested.,https://www.globalsources.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,user/platform,Capability-specific intent/prerequisite in dimension question.,Accessibility conformance was not tested.,https://www.globalsources.com/,Accessibility,accessibility.evaluated,guest/public -> observed-not-found,No keyboard/screen-reader/contrast audit.,No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,No keyboard/screen-reader/contrast audit.,Run WCAG audit.,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D68.1,D68,D61-D68 Technical,performance,Are load/performance metrics measured?,observed-not-found,Performance metrics were not measured.,https://www.globalsources.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,user/platform,Capability-specific intent/prerequisite in dimension question.,Performance metrics were not measured.,https://www.globalsources.com/,Performance,performance.evaluated,guest/public -> observed-not-found,No controlled harness.,No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,No controlled harness.,Run regional Web Vitals tests.,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D69.1,D69,D69-D73 Commercial/policy,revenue_model,What monetization is publicly evidenced?,observed,Official Global Sources content states buyers use the platform free while suppliers fund listings/visibility through membership/services; exact current fee table not observed.,https://www.globalsources.com/knowledge/how-to-safely-source-and-sell-products-on-globalsourcescom/,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,user/platform,Capability-specific intent/prerequisite in dimension question.,Official Global Sources content states buyers use the platform free while suppliers fund listings/visibility through membership/services; exact current fee table not observed.,https://www.globalsources.com/knowledge/how-to-safely-source-and-sell-products-on-globalsourcescom/,Revenue Model,revenue_model.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D70.1,D70,D69-D73 Commercial/policy,advertising_promoted_listings,Are paid exposure products evidenced?,observed,"Homepage/result pages show ads, supplier tiers, promotion and trade-show exposure; exact paid-placement rules/prices not observed.",https://www.globalsources.com/manufacturers/cordless-mini-polisher.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,user/platform,Capability-specific intent/prerequisite in dimension question.,"Homepage/result pages show ads, supplier tiers, promotion and trade-show exposure; exact paid-placement rules/prices not observed.",https://www.globalsources.com/manufacturers/cordless-mini-polisher.html,Advertising Promoted Listings,advertising_promoted_listings.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D71.1,D71,D69-D73 Commercial/policy,promotions_merchandising,Are promotions/editorial merchandising visible?,observed,"Homepage promotes shows, featured sourcing ideas, Buyer AI, MATCH, magazines and other merchandising surfaces.",https://www.globalsources.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,user/platform,Capability-specific intent/prerequisite in dimension question.,"Homepage promotes shows, featured sourcing ideas, Buyer AI, MATCH, magazines and other merchandising surfaces.",https://www.globalsources.com/,Promotions Merchandising,promotions_merchandising.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D72.1,D72,D69-D73 Commercial/policy,api_integrations,Are APIs or integrations evidenced?,observed,"O2O model integrates website, app, trade shows and business matching; public developer API was not observed.",https://www.globalsources.com/corporate/en/about/,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,user/platform,Capability-specific intent/prerequisite in dimension question.,"O2O model integrates website, app, trade shows and business matching; public developer API was not observed.",https://www.globalsources.com/corporate/en/about/,Api Integrations,api_integrations.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D73.1,D73,D69-D73 Commercial/policy,data_content_policies,Which data/content policies apply?,observed,Privacy and Terms describe data use/rights and website use; app policy can differ.,https://www.globalsources.com/STM/help-faq/en/privacy-policy/,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,user/platform,Capability-specific intent/prerequisite in dimension question.,Privacy and Terms describe data use/rights and website use; app policy can differ.,https://www.globalsources.com/STM/help-faq/en/privacy-policy/,Data Content Policies,data_content_policies.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
