record_id,dimension_id,group,field_name,question,evidence_state,observed_fact,evidence_url,evidence_type,observed_at,region,access_mode,confidence,actor,input,output,page_module,entity,event,state,error_exception,document,personal_data,risk,handoff,inference,gap_reason,next_method,product_implication,metric_name,metric_value,metric_unit,metric_currency,metric_period,metric_territory,metric_classification,metric_method,metric_publisher,source_title,source_publication_date
D47.1,D47,D41-D50 Fulfillment,delivery_confirmation,Is buyer delivery acceptance evidenced?,observed,Official order guide describes Confirm delivery/receipt after shipment; authenticated control was not used.,https://helpcenter.alibaba.com/s/buyer/knowledge?questionId=740804f84ea34811b7eb572838430920sgvpc278077001&categoryId=1000088736&questionId2=20155192&pageId=128&category=1000088736&knowledge=20155192&language=en,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,Official order guide describes Confirm delivery/receipt after shipment; authenticated control was not used.,https://helpcenter.alibaba.com/s/buyer/knowledge?questionId=740804f84ea34811b7eb572838430920sgvpc278077001&categoryId=1000088736&questionId2=20155192&pageId=128&category=1000088736&knowledge=20155192&language=en,Delivery Confirmation,delivery_confirmation.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D48.1,D48,D41-D50 Fulfillment,returns_refunds,Are return/refund terms captured?,observed,Help Center indexes Easy Return for eligible marked products and platform warehouse processing; sample PDP shows money-back protection.,https://helpcenter.alibaba.com/s/buyer/knowledge?questionId=3186690a40fd4e76b3f424c31eb9204asgvpc278077001&categoryId=1000083499&questionId2=1060995000&pageId=128&category=1000083499&knowledge=1060995000&language=en,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,Help Center indexes Easy Return for eligible marked products and platform warehouse processing; sample PDP shows money-back protection.,https://helpcenter.alibaba.com/s/buyer/knowledge?questionId=3186690a40fd4e76b3f424c31eb9204asgvpc278077001&categoryId=1000083499&questionId2=1060995000&pageId=128&category=1000083499&knowledge=1060995000&language=en,Returns Refunds,returns_refunds.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D49.1,D49,D41-D50 Fulfillment,claims,Where can post-payment issues be raised?,observed,Trade Assurance page permits refund requests within 30 days of delivery for covered quality/ship-date issues.,https://buyer.alibaba.com/page/tradeassurance/buyer/story.html,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,Trade Assurance page permits refund requests within 30 days of delivery for covered quality/ship-date issues.,https://buyer.alibaba.com/page/tradeassurance/buyer/story.html,Claims,claims.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",Trade Assurance refund request window,30,days after delivery,not applicable,post-delivery,eligible Trade Assurance online order,Trade Assurance policy/marketing page,publisher-stated current page value,Alibaba.com,Trade Assurance protects your Alibaba.com orders,publication date not stated
D50.1,D50,D41-D50 Fulfillment,dispute_resolution,Is dispute resolution native or external?,observed,"Trade Assurance says Alibaba.com investigates, mediates and resolves claims using online order and communication records.",https://buyer.alibaba.com/page/tradeassurance/buyer/story.html,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,"Trade Assurance says Alibaba.com investigates, mediates and resolves claims using online order and communication records.",https://buyer.alibaba.com/page/tradeassurance/buyer/story.html,Dispute Resolution,dispute_resolution.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D51.1,D51,D51-D60 Trust,supplier_verification,How is supplier/certificate verification evidenced?,observed,"Buyer guide distinguishes Gold Supplier, Verified Supplier and Trade Assurance Supplier, including third-party verification/assessment scope.",https://buyer.alibaba.com/page/HowItWorks/Page.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform moderator/support,Capability-specific user intent or prerequisite described by the dimension question.,"Buyer guide distinguishes Gold Supplier, Verified Supplier and Trade Assurance Supplier, including third-party verification/assessment scope.",https://buyer.alibaba.com/page/HowItWorks/Page.html,Supplier Verification,supplier_verification.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,TNS; CS; CMP; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D52.1,D52,D51-D60 Trust,buyer_verification,What buyer KYB/verification badge exists?,observed,Privacy/Help material indicates buyer identity stages and verification materials may exist; no public buyer badge was observed.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2034&cId=1306#/rule/detail?cId=1306&ruleId=2034,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,buyer; seller; platform moderator/support,Capability-specific user intent or prerequisite described by the dimension question.,Privacy/Help material indicates buyer identity stages and verification materials may exist; no public buyer badge was observed.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2034&cId=1306#/rule/detail?cId=1306&ruleId=2034,Buyer Verification,buyer_verification.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,TNS; CS; CMP; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D53.1,D53,D51-D60 Trust,badges_certifications,Where are trust marks shown?,observed,Buyer guide explains seller badges; sample PDP shows order protection and supplier performance cues.,https://buyer.alibaba.com/page/HowItWorks/Page.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform moderator/support,Capability-specific user intent or prerequisite described by the dimension question.,Buyer guide explains seller badges; sample PDP shows order protection and supplier performance cues.,https://buyer.alibaba.com/page/HowItWorks/Page.html,Badges Certifications,badges_certifications.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,TNS; CS; CMP; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D54.1,D54,D51-D60 Trust,ratings_reviews,Are buyer ratings/reviews visible?,observed,"Sample PDP shows product/store reviews, verified-purchase markers, service/shipping/quality subratings and supplier replies.",https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform moderator/support,Capability-specific user intent or prerequisite described by the dimension question.,"Sample PDP shows product/store reviews, verified-purchase markers, service/shipping/quality subratings and supplier replies.",https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,Ratings Reviews,ratings_reviews.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,TNS; CS; CMP; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D55.1,D55,D51-D60 Trust,fraud_reporting,Is a dedicated fraud/report action visible?,observed-not-found,A dedicated in-context fraud-report control was not observed on the sampled PDP.,https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,buyer; seller; platform moderator/support,Capability-specific user intent or prerequisite described by the dimension question.,A dedicated in-context fraud-report control was not observed on the sampled PDP.,https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,Fraud Reporting,fraud_reporting.evaluated,guest/public evidence -> observed-not-found,No overflow/report menu was activated.,Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,TNS; CS; CMP; LEG,Capability implication is limited to the cited public evidence and access mode.,No overflow/report menu was activated.,Inspect guest and authenticated report flows manually.,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D56.1,D56,D51-D60 Trust,moderation,Are prohibited conduct and enforcement rights documented?,observed,"Terms reserve removal/rejection of unlawful, infringing or harmful user content and account/order actions for non-compliance.",https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform moderator/support,Capability-specific user intent or prerequisite described by the dimension question.,"Terms reserve removal/rejection of unlawful, infringing or harmful user content and account/order actions for non-compliance.",https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,Moderation,moderation.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,TNS; CS; CMP; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D57.1,D57,D51-D60 Trust,customer_support,Is support accessible?,observed,Buyer Central and Help Center provide support/resources; exact channel availability and hours vary and were not tested.,https://buyer.alibaba.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,buyer; seller; platform moderator/support,Capability-specific user intent or prerequisite described by the dimension question.,Buyer Central and Help Center provide support/resources; exact channel availability and hours vary and were not tested.,https://buyer.alibaba.com/,Customer Support,customer_support.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,TNS; CS; CMP; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D58.1,D58,D51-D60 Trust,support_sla,Are response/resolution SLAs published?,observed-not-found,No binding support response/resolution SLA was observed.,https://buyer.alibaba.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,buyer; seller; platform moderator/support,Capability-specific user intent or prerequisite described by the dimension question.,No binding support response/resolution SLA was observed.,https://buyer.alibaba.com/,Support Sla,support_sla.evaluated,guest/public evidence -> observed-not-found,"Marketing response metrics are supplier metrics, not support SLA.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,TNS; CS; CMP; LEG,Capability implication is limited to the cited public evidence and access mode.,"Marketing response metrics are supplier metrics, not support SLA.",Review current service agreements and help-center contact terms.,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D59.1,D59,D51-D60 Trust,trust_education,Does platform educate buyers about verification?,observed,"Buyer guide educates on badges, questions, samples, inspection, Trade Assurance and keeping messages on-platform.",https://buyer.alibaba.com/page/HowItWorks/Page.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform moderator/support,Capability-specific user intent or prerequisite described by the dimension question.,"Buyer guide educates on badges, questions, samples, inspection, Trade Assurance and keeping messages on-platform.",https://buyer.alibaba.com/page/HowItWorks/Page.html,Trust Education,trust_education.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,TNS; CS; CMP; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D60.1,D60,D51-D60 Trust,enforcement_account_controls,Are account/content controls documented?,observed,"Terms describe compliance duties, sanctions/trade restrictions, content removal, account termination and order closure; Rules Center publishes product/trade/penalty rules.",https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform moderator/support,Capability-specific user intent or prerequisite described by the dimension question.,"Terms describe compliance duties, sanctions/trade restrictions, content removal, account termination and order closure; Rules Center publishes product/trade/penalty rules.",https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,Enforcement Account Controls,enforcement_account_controls.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,TNS; CS; CMP; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D61.1,D61,D61-D68 Technical,language_localization,Which language/localization capabilities are visible?,observed,Homepage offers language/currency selector; Buyer Central claims 16 translated languages; app translation quality was not tested.,https://buyer.alibaba.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,guest/member; platform,Capability-specific user intent or prerequisite described by the dimension question.,Homepage offers language/currency selector; Buyer Central claims 16 translated languages; app translation quality was not tested.,https://buyer.alibaba.com/,Language Localization,language_localization.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,UX; LOC; SEO; ENG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",translated languages claimed,16,languages,not applicable,current Buyer Central snapshot,global platform,interface/translation claim,publisher-stated value,Alibaba.com,Alibaba Buyer Central,publication date not stated
D62.1,D62,D61-D68 Technical,currency,Which currencies are displayed?,observed,"Homepage shows locale currency and sample PDP prices USD; payment/wire page lists multiple currencies, but actual availability is regional.",https://www.alibaba.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,guest/member; platform,Capability-specific user intent or prerequisite described by the dimension question.,"Homepage shows locale currency and sample PDP prices USD; payment/wire page lists multiple currencies, but actual availability is regional.",https://www.alibaba.com/,Currency,currency.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,UX; LOC; SEO; ENG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D63.1,D63,D61-D68 Technical,country_region,How is region represented?,observed,Homepage delivery destination defaults to observed IP/region context; Terms state services vary by region/country.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,guest/member; platform,Capability-specific user intent or prerequisite described by the dimension question.,Homepage delivery destination defaults to observed IP/region context; Terms state services vary by region/country.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,Country Region,country_region.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,UX; LOC; SEO; ENG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D64.1,D64,D61-D68 Technical,seo_metadata,Are basic SEO signals visible?,observed,"Homepage/PDP expose descriptive titles, category URLs and product structured content; schema/canonical tags were not exhaustively audited.",https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,guest/member; platform,Capability-specific user intent or prerequisite described by the dimension question.,"Homepage/PDP expose descriptive titles, category URLs and product structured content; schema/canonical tags were not exhaustively audited.",https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,Seo Metadata,seo_metadata.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,UX; LOC; SEO; ENG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D65.1,D65,D61-D68 Technical,url_patterns,Are page-type URL patterns stable and descriptive?,observed,"Observed URL patterns include /category/, /product-detail/, buyer pages, seller pages, help and Rules Center paths.",https://www.alibaba.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,guest/member; platform,Capability-specific user intent or prerequisite described by the dimension question.,"Observed URL patterns include /category/, /product-detail/, buyer pages, seller pages, help and Rules Center paths.",https://www.alibaba.com/,Url Patterns,url_patterns.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,UX; LOC; SEO; ENG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D66.1,D66,D61-D68 Technical,mobile_responsive,Is mobile behavior validated?,observed-not-found,Responsive behavior was not tested at defined mobile viewports.,https://www.alibaba.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,guest/member; platform,Capability-specific user intent or prerequisite described by the dimension question.,Responsive behavior was not tested at defined mobile viewports.,https://www.alibaba.com/,Mobile Responsive,mobile_responsive.evaluated,guest/public evidence -> observed-not-found,Text retrieval is not a viewport test.,Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,UX; LOC; SEO; ENG,Capability implication is limited to the cited public evidence and access mode.,Text retrieval is not a viewport test.,Run manual device/viewport checks in UX task.,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D67.1,D67,D61-D68 Technical,accessibility,Are WCAG/keyboard/screen-reader outcomes validated?,observed-not-found,"Keyboard, screen-reader, contrast and WCAG conformance were not tested.",https://www.alibaba.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,guest/member; platform,Capability-specific user intent or prerequisite described by the dimension question.,"Keyboard, screen-reader, contrast and WCAG conformance were not tested.",https://www.alibaba.com/,Accessibility,accessibility.evaluated,guest/public evidence -> observed-not-found,No accessibility test tool/session was used.,Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,UX; LOC; SEO; ENG,Capability implication is limited to the cited public evidence and access mode.,No accessibility test tool/session was used.,Run a scoped accessibility audit with tool versions and page sample.,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D68.1,D68,D61-D68 Technical,performance,Are load/performance metrics measured?,observed-not-found,Web Vitals/load metrics were not measured.,https://www.alibaba.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,guest/member; platform,Capability-specific user intent or prerequisite described by the dimension question.,Web Vitals/load metrics were not measured.,https://www.alibaba.com/,Performance,performance.evaluated,guest/public evidence -> observed-not-found,No controlled performance harness was run.,Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,UX; LOC; SEO; ENG,Capability implication is limited to the cited public evidence and access mode.,No controlled performance harness was run.,Measure by region/device/cache with repeated runs.,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D69.1,D69,D69-D73 Commercial/policy,revenue_model,What monetization is publicly evidenced?,observed,"US seller page publishes annual Basic, Standard and Professional memberships with differentiated RFQ/advertising/onboarding benefits.",https://seller.alibaba.com/us,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,seller; buyer; platform,Capability-specific user intent or prerequisite described by the dimension question.,"US seller page publishes annual Basic, Standard and Professional memberships with differentiated RFQ/advertising/onboarding benefits.",https://seller.alibaba.com/us,Revenue Model,revenue_model.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,PM; FIN; LEG; DATA,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",US Basic seller membership,1999,USD per year,USD,annual,United States seller site,supplier membership,direct transcription,Alibaba.com,Alibaba.com US Seller Pricing & Plans,publication date not stated
D70.1,D70,D69-D73 Commercial/policy,advertising_promoted_listings,Are paid exposure products evidenced?,observed,"Seller page documents keyword advertising credits, hero product spotlight and storefront rating boost; Terms include sponsored listing/promotion services.",https://seller.alibaba.com/us,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,seller; buyer; platform,Capability-specific user intent or prerequisite described by the dimension question.,"Seller page documents keyword advertising credits, hero product spotlight and storefront rating boost; Terms include sponsored listing/promotion services.",https://seller.alibaba.com/us,Advertising Promoted Listings,advertising_promoted_listings.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,PM; FIN; LEG; DATA,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",Standard keyword advertising credits,1000,credits,not applicable,annual package entitlement,United States seller site,seller promotion entitlement,direct transcription,Alibaba.com,Alibaba.com US Seller Pricing & Plans,publication date not stated
